Product Title,Product URL,Date Scraped,Compressor brand,Cooling Area,core components,type,application,Product name,dimension(l*w*h),Model,Application,Fan Quantity,structure,power(w),Cold room doors,Inlet,Defrosting,Fan Pressure,Single gross weight:,Port,brand name,Supply Ability,Feature,area(㎡),Packaging Details,Fan Blade,Key words,Dimension(L*W*H),Warranty,key selling points,Noise,Motor Fan,Temperature,Panel thickness,Fan quantity,Temp controller,Fin Spacing,Type,refrigerant,voltage,Voltage,Single package size:,voltage(V),Air Flow,temperature,model number,panel thickness,Color,Original,mounting type,Brand,Power(W),weight (kg),Standard air cooler,Copper tube diameter,Fan Motor,Selling Units:,warranty,feature,Tube volume,video outgoing-inspection,Casing,Tem. range,Ref Refrigeration Capacity,Fan dia,Weight,Function,airflow,place of origin,MOQ,Usage,Cooling Type,Material,Refrigerant,Surface,machinery test report,Weight (KG),Panel material,Outlet,operating voltage,cooling capacity,Air Throw,model,Air Volume,compressor brand
Restaurant Cold Room Customized Size for Vegetable and Fruit or Frozen Meat,https://www.alibaba.com/product-detail/Restaurant-Cold-Room-Customized-Size-For_1601053804823.html?s=p,2025-02-19 15:47:48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cold Room Evaporator Cold Storage Air Cooler Blast Freezer,https://www.alibaba.com/product-detail/Cold-Room-Evaporator-Cold-Storage-Air_1600955511543.html,2025-02-19 15:48:04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Factory Direct Oem Accept Metal Low Noise Evaporator Air Cooler for Cold Storage,https://www.alibaba.com/product-detail/Factory-Direct-Oem-Accept-Metal-Low_1600962976137.html,2025-02-19 15:48:49,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,https://www.alibaba.com/product-detail/Air-Conditioning-Plate-Type-Coil-Copper_1600430644074.html,2025-02-19 15:52:51,N/A,N/A,N/A,Evaporator,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,https://www.alibaba.com/product-detail/Donpos-New-Energy-Saving-Aluminum-Alloy_1601154455200.html,2025-02-19 15:53:57,N/A,N/A,N/A,EVAPORATIVE AIR COOLER,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Energy-Saving Cold Storage Evaporator for Food Export,https://www.alibaba.com/product-detail/Energy-Saving-Cold-Storage-Evaporator-for_1601378815899.html,2025-02-19 15:54:39,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,https://www.alibaba.com/product-detail/Factory-Price-8HP10HP-Air-cooled-Condenser_1601197244056.html,2025-02-19 15:55:24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Factory Direct Sale Deep Cold Storage 110V Ac Electric 12V Cooling Refrigerator Freezer Dc Evaporator Fan Motor Supplier,https://www.alibaba.com/product-detail/Factory-Direct-Sale-Deep-Cold-Storage_1600921250193.html,2025-02-19 15:56:20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,https://www.alibaba.com/product-detail/DD12-2-Fans-Cold-Storage-air_60576470365.html,2025-02-19 15:57:03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
High Quality Cold Storage  Industrial Air Cooler Evaporator With Fan for Cold Room,https://www.alibaba.com/product-detail/High-Quality-Cold-Storage-Industrial-Air_1601289111651.html,2025-02-19 15:57:27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"2HP, -18 Degree, 20CBM Evaporator Storage Evaporative Condenser Meat Cold Room",https://www.alibaba.com/product-detail/2HP-18-Degree-20CBM-Evaporator-Storage_1601008945716.html,2025-02-19 15:57:42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ceiling Type Roof Mounted Evaporative Air Cooler Evaporator for Cold Storage DD 22,https://www.alibaba.com/product-detail/Ceiling-Type-Roof-Mounted-Evaporative-Air_1601269475613.html,2025-02-19 15:57:58,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AC DC Fan Supply Air Cooler Evaporator Condenser Cooling Storage Refrigeration Heat Exchange Components for Cold Room,https://www.alibaba.com/product-detail/AC-DC-Fan-Supply-Air-Cooler_1601290043106.html,2025-02-19 15:58:14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Double Side Blow Air Cooler Industrial Refrigerator Evaporator for Vegetable Cold Storage Room,https://www.alibaba.com/product-detail/Double-Side-Blow-Air-Cooler-Industrial_1601377219585.html,2025-02-19 15:58:41,N/A,N/A,motor,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Tube Heat Exchanger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CHENDA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"110V, 220V, 380V, 240V",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1 Year,N/A,N/A,Provided,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Zhejiang, China",N/A,N/A,N/A,Aluminium fins and Copper tube,N/A,N/A,Provided,30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chiller Cold Room Storage Unit Cooler Air Cooler Evaporator Condensing Unit for Cake Beer Storage,https://www.alibaba.com/product-detail/Chiller-Cold-Room-Storage-Unit-Cooler_1601017454238.html,2025-02-19 15:58:58,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Factory Price Aluminum Tube Calandria Evaporator for Aquatic Product Cold Storage,https://www.alibaba.com/product-detail/Factory-Price-Aluminum-Tube-Calandria-Evaporator_60815776024.html,2025-02-19 15:59:20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Factory Direct Supply Ceiling-mounted Air Cooler Evaporator for Cold Storage Evaporative Air Cooler Freeze Dryer,https://www.alibaba.com/product-detail/Factory-Direct-Supply-Ceiling-mounted-Air_1600704239768.html,2025-02-19 15:59:31,N/A,N/A,Fan,AIR COOLER,N/A,Evaporators Air Cooler,Depending on the type,N/A,Cold Storage Room Freezer Room,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shanghai or Ningbo,BLK,100 Set/Sets per   Month,High Efficiency,N/A,Container packing,N/A,N/A,N/A,N/A,Long Service Life,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,White Silvery,N/A,Ceiling Mount,N/A,N/A,200 KG,N/A,N/A,N/A,N/A,1 Year,N/A,N/A,Provided,N/A,N/A,N/A,N/A,N/A,Air Conditioner Terminal Unit,Depending on the type,China,N/A,Commercial Appliances,N/A,N/A,N/A,N/A,Provided,N/A,N/A,N/A,Depending on the type,N/A,N/A,N/A,N/A,N/A
Industrial air Cooler  Unit Cooler for Cold Room  Evaporator for Cold Storage,https://www.alibaba.com/product-detail/Industrial-air-Cooler-Unit-Cooler-for_62099395492.html,2025-02-19 15:59:47,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DD 140 Industrial Evaporator Air Cooler Fan Type for Cold Storage Room Freezer Stainless Steel Fan Motor,https://www.alibaba.com/product-detail/DD-140-Industrial-Evaporator-Air-Cooler_1600925456086.html,2025-02-19 16:00:03,N/A,140 m2,"motor, Fan",N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,105 pa,N/A,Tian Jin/Qing Dao/Shanghai,HYTTA - Yuanshenghetong,600 Set/Sets per   Month,N/A,N/A,Standard Export Packing,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6 mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,White Stainless Steel,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4*420,N/A,1 Year,N/A,N/A,Provided,N/A,N/A,27260W,500 mm,N/A,N/A,N/A,"Shaanxi, China",N/A,N/A,N/A,N/A,N/A,N/A,Provided,80,N/A,N/A,N/A,N/A,N/A,N/A,26000 m3/h,N/A
N/A,https://www.alibaba.com/product-detail/Industrial-Refrigeration-Evaporator-Air-cooled-Slim_1601231436343.html,2025-02-19 16:00:12,N/A,N/A,"motor, Fan, Heat Exchanger",N/A,N/A,Industrial air cooler,N/A,DD250-LXA6003,cold storage infrigeration,N/A,N/A,19.2KW,N/A,N/A,electric defrosting,N/A,N/A,N/A,Lesnow,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Long Service Life,N/A,Outer rotor axial fan,N/A,N/A,N/A,N/A,N/A,N/A,N/A,380V,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lesnow,N/A,N/A,N/A,12.7mm,N/A,N/A,1 Year,N/A,43.7dm3,Provided,Galvanized sheet or stainless steel,N/A,N/A,N/A,N/A,N/A,N/A,"Jiangsu, China",N/A,N/A,N/A,N/A,N/A,250m2,Provided,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,https://www.alibaba.com/product-detail/High-Quality-Cold-Storage-Industrial-Air_1601289111651.html,2025-02-19 16:01:22,"Bitzer,Copeland",N/A,"Pressure vessel, motor, Bearing, Gear, PLC, Other",N/A,N/A,Refrigeration equipment for freezing,965*410*850 cm,N/A,Frozen food storage,N/A,N/A,N/A,N/A,N/A,N/A,N/A,50.000 kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Condensing unit,Air cooler",Customized Size,N/A,"High-accuracy, Easy to Operate, Competitive Price, Energy saving, Low Maintenance Cost",N/A,N/A,-20-8c,N/A,N/A,N/A,N/A,N/A,R404A.R507A,According to customer requirements,N/A,10X15X10 cm,N/A,N/A,-18℃ to 25 ℃,N/A,N/A,Customers' Requirement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Single item,1 Year,N/A,N/A,Provided,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Heilongjiagn,China",1,N/A,Air cooled,N/A,"R404A,R507A",N/A,N/A,50,N/A,N/A,N/A,2KW~600KW,N/A,N/A,N/A,Bitzer
"2HP, -18 Degree, 20CBM Evaporator Storage Evaporative Condenser Meat Cold Room",https://www.alibaba.com/product-detail/2HP-18-Degree-20CBM-Evaporator-Storage_1601008945716.html,2025-02-19 16:01:39,N/A,N/A,"Pump, Engine",N/A,N/A,air cooler/evaporator,960x530x526,N/A,N/A,N/A,N/A,N/A,N/A,9.52,N/A,N/A,59.000 kg,N/A,N/A,30 Set/Sets per   Month,N/A,N/A,Plywood Case,300,N/A,N/A,N/A,"Sustainable, Competitive Price, High Productivity, Long Service Life, Energy saving, Low Maintenance Cost, Accurate temperature control, Hot gas defrost",12.7,N/A,N/A,N/A,N/A,N/A,N/A,Air Cooler,R404A,230±10%V~50/60Hz,N/A,1080X610X702 cm,N/A,1700,N/A,DAE90R42,N/A,White,N/A,N/A,DOLUYO,N/A,N/A,N/A,N/A,N/A,Single item,1 Year,N/A,N/A,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Guangdong, China",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.7,N/A,3.86kW,9,N/A,N/A,N/A
Ceiling Type Roof Mounted Evaporative Air Cooler Evaporator for Cold Storage DD 22,https://www.alibaba.com/product-detail/Ceiling-Type-Roof-Mounted-Evaporative-Air_1601269475613.html,2025-02-19 16:01:47,N/A,N/A,N/A,Cooler,Refrigeration Parts,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,380/220,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2*140,N/A,N/A,N/A,N/A,N/A,1 Year,N/A,N/A,Provided,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Zhejiang, China",N/A,N/A,N/A,N/A,N/A,N/A,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,DD 22,N/A,N/A
